<Apocalypse:bucketHelm>, 桶头盔
<malisisdoors:item.custom_door>, 自定义门
<malisisdoors:item.door_acacia>, 金合欢木门
<malisisdoors:item.door_birch>, 白桦木门
<malisisdoors:item.door_dark_oak>, 深色橡木门
<malisisdoors:item.door_jungle>, 从林木门
<malisisdoors:item.door_spruce>, 云山木门
<malisisdoors:item.factory_door>, 工厂门
<malisisdoors:item.forcefieldItem>, 力场控制器
<malisisdoors:item.iron_sliding_door>, 铁框玻璃门
<malisisdoors:item.jail_door>, 监狱门
<malisisdoors:item.laboratory_door>, 实验室门
<malisisdoors:item.rustyHandle>, 生锈手轮
<malisisdoors:item.saloon>, 酒馆门
<malisisdoors:item.shoji_door>, 障子门
<malisisdoors:item.wood_sliding_door>, 木框玻璃门
<malisisdoors:jail_door>, 监狱门
<malisisdoors:jungleFenceGate>, 从林木栅栏门
<malisisdoors:laboratory_door>, 实验室门
<malisisdoors:medieval_door>, Medieval Door
<malisisdoors:mixed_block>, 混合方块
<malisisdoors:null>, tile.null.name
<malisisdoors:player_sensor>, 玩家感应器
<malisisdoors:rustyHatch>, 生锈舱门
<malisisdoors:rustyLadder>, 生锈铁梯
<malisisdoors:saloon>, 酒馆门
<malisisdoors:shoji_door>, 障子门
<malisisdoors:sliding_trapdoor>, 滑动陷阱门
<malisisdoors:spruceFenceGate>, 云杉木栅栏门
<malisisdoors:trapdoor_acacia>, 金合欢木陷阱门
<malisisdoors:trapdoor_birch>, 白桦木陷阱门
<malisisdoors:trapdoor_dark_oak>, 深色橡木陷阱门
<malisisdoors:trapdoor_jungle>, 从林木陷阱门
<malisisdoors:trapdoor_spruce>, 云山木陷阱门
<malisisdoors:vanishing_block>, 消失的木框架
<malisisdoors:vanishing_block_diamond>, 消失的钻石框架
<malisisdoors:wood_sliding_door>, 木框玻璃门
<mcheli:12.7>, 12.7cmAACanon
<mcheli:12.7s>, 12.7cmAACanon shield
<mcheli:15.5>, 15.5cmCanon
<mcheli:25mmaamg>, 25mmMachineGun
<mcheli:46>, 46cmCanon
<mcheli:a-10>, A-10 Thunderbolt II
<mcheli:a6m2>, ZERO type21
<mcheli:ac-130>, AC-130H Spectre
<mcheli:ah-1z>, AH-1Z “蝰蛇”
<mcheli:ah-6>, AH-6 “杀手蛋”
<mcheli:ah-64>, AH-64D “长弓阿帕奇”
<mcheli:ah-6x>, 波音 AH-6
<mcheli:ammo_box>, AmmoBox
<mcheli:an2>, An-2
<mcheli:b-2a>, B-2A Spirit
<mcheli:b29>, B-29 Superfortress
<mcheli:bell206l>, 贝尔 206L “长剑”
<mcheli:bell207>, 贝尔 207 “苏族斥候”
<mcheli:bell47g>, 贝尔 47G
<mcheli:bell47gf>, 贝尔 47G 两栖
<mcheli:bnr32>, bnr32
<mcheli:bofors40mml60>, bofors 40 mm/l60
<mcheli:bqm_74e>, BQM-74E CHUKAR III(Target drone)
<mcheli:c5>, C5A galaxy
<mcheli:cb90>, CB90 Combat Boat
<mcheli:centauro>, B1 centauro
<mcheli:cessna172>, Cessna 172
<mcheli:ch47>, CH-47 “支奴干”
<mcheli:chain>, 锁链
<mcheli:container>, 集装箱
<mcheli:drafting_table>, 绘图台
<mcheli:e767>, E767
<mcheli:ec665>, EC665 虎式 UHT
<mcheli:emb314>, EMB 314 Super Tucano
<mcheli:f-15e>, F-15E Strike Eagle
<mcheli:f-15s_mtd>, F-15 S/MTD
<mcheli:f-35a>, F-35A Lightning II
<mcheli:f-35b>, F-35B Lightning II
<mcheli:f-35c>, F-35C Lightning II
<mcheli:f14d>, F-14D Super Tomcat
<mcheli:f1m>, F1M Pate
<mcheli:f22a>, F-22A Raptor
<mcheli:f4a>, F-4A PhantomII
<mcheli:fa18f>, F/A-18F
<mcheli:fgm148>, FGM-148 標槍飛彈发射器
<mcheli:fgm148_bullet>, FGM-148 標槍飛彈
<mcheli:fi167>, Fieseler Fi167
<mcheli:fim92>, FIM-92 刺針飛彈发射器
<mcheli:fim92_bullet>, FIM-92 刺針飛彈
<mcheli:fl282>, Fl-282 “蜂鸟”
<mcheli:fuel>, 燃料
<mcheli:fuel_truck>, Fuel truck
<mcheli:gltd>, GLTD:目标指示器 (呼叫空中打击)
<mcheli:growler>, Growler ITV
<mcheli:h8k>, Kawanishi H8K
<mcheli:harrier>, AV-8B Harrier II
<mcheli:harrier_en>, BAe Harrier II
<mcheli:internal>, item.mcheli:internal.name
<mcheli:ka-27>, 卡-27 蜗牛
<mcheli:ka-29>, 卡-29 蜗牛-B
<mcheli:ka50n>, 卡-50N “黑鲨”
<mcheli:ka52>, 卡-52 “短吻鳄”
<mcheli:kurganets25>, Kurganets-25 IFV
<mcheli:kv-2>, KV-2 Gigant
<mcheli:lit_drafting_table>, 绘图台
<mcheli:m1025>, m1025
<mcheli:m1043>, m1043
<mcheli:m1129>, M1129 Self-Propelled Mortar
<mcheli:m18_green>, M18 烟雾弹 (绿色)
<mcheli:m18_red>, M18 烟雾弹 (红色)
<mcheli:m18_violet>, M18 烟雾弹 (紫色)
<mcheli:m18_yellow>, M18 烟雾弹 (黄色)
<mcheli:m1a2>, M1A2 Abrams
<mcheli:m26>, M26
<mcheli:m998>, m998
<mcheli:macchi_m33>, Macchi M33
<mcheli:macchi_mc72>, macchi_M.C.72
<mcheli:mark5>, Mk.5 Special Operations Craft
<mcheli:md90>, MD-90-30
<mcheli:merkava_mk4>, MerkavaMk4
<mcheli:mh-53e>, MH-53E “海龙”
<mcheli:mh-6>, MH-6 “小鸟”
<mcheli:mh-60g>, MH60G “铺路鹰”
<mcheli:mh-60l_dap>, MH-60L DAP
<mcheli:mi-24>, 米-24VP “雌鹿”
<mcheli:mi-24ps>, 米-24PS “雌鹿”
<mcheli:mi28>, 米-28N “浩劫”
<mcheli:mig29>, MiG-29 Fulcrum
<mcheli:mim-23>, MIM-23 HAWK
<mcheli:mk15>, Mk.15 Phalanx
<mcheli:mk32>, Mk.32 Torpedo tube
<mcheli:mq-8b>, MQ-8B “火力侦察兵”
<mcheli:mq-9>, MQ-9 Reaper
<mcheli:mqm170>, MQM-170 Outlaw(Target drone)
<mcheli:mv-22>, MV-22 Osprey
<mcheli:mxtmv>, MXT-MV Husky TSV
<mcheli:n1k1>, Rex N1K1
<mcheli:nh90>, NHIndustries NH90-TTH
<mcheli:oh-1>, Kawasaki OH-1
<mcheli:oto76mm>, Oto Melara 76 mm gun
<mcheli:p-51d>, P-51D Mustang
<mcheli:p180>, Piaggio P.180 Avanti II
<mcheli:parachute>, 降落伞
<mcheli:penetrator>, Bell Penetrator
<mcheli:project1204>, Project1204 Shmel Partol-Boat
<mcheli:pzl-m18>, PZL M-18 Dromader
<mcheli:rangefinder>, 激光测距仪
<mcheli:rc-goblin>, RC Goblin
<mcheli:rc-goblin-bomb>, RC Goblin with Bomb
<mcheli:robinson_r44>, Robinson R44
<mcheli:robinson_r44f>, Robinson R44 Float
<mcheli:s-75>, S-75 SAM
<mcheli:sea_sparrow>, Mk29 Missile Launcher
<mcheli:searam>, Mk.15 mod.31 SeaRAM
<mcheli:sh-3>, SH-3 Sea King
<mcheli:sh-60>, SH-60 Seahawk
<mcheli:skylark>, Elbit Skylark
<mcheli:stinger_390x>, Chris Craft Stinger 390x
<mcheli:su-33>, Su-33 Flanker-D
<mcheli:su-47>, Su-47 Berkut
<mcheli:su37>, Su-37 Terminator
<mcheli:t-4>, T-4(Trainer)
<mcheli:t-90>, T-90 MBT
<mcheli:t84>, T-84 OplotM
<mcheli:tornado-gr4>, Panavia Tornado GR.4
<mcheli:tornado-ids>, Panavia Tornado IDS
<mcheli:type93_launcher>, Type 93 torpedo
<mcheli:uav_station>, 無人機站
<mcheli:uav_station2>, 無人機控制器
<mcheli:uh-1c>, UH-1C Iroquois
<mcheli:us-2>, US-2
<mcheli:vads>, VADS
<mcheli:wrench>, 扳手
<mcheli:x-47b>, X-47B Pegasus
<mcheli:zodiac>, Zodiac Boat
<minecraft:acacia_stairs>, 金合欢木楼梯
<minecraft:activator_rail>, 激活铁轨
<minecraft:anvil>, 铁砧
<minecraft:apple>, 苹果
<minecraft:arrow>, 箭
<minecraft:baked_potato>, 烤马铃薯
<minecraft:beacon>, 信标
<minecraft:bed>, 床
<minecraft:bedrock>, 基岩
<minecraft:beef>, 生牛肉
<minecraft:birch_stairs>, 桦木楼梯
<minecraft:blaze_powder>, 烈焰粉
<minecraft:blaze_rod>, 烈焰棒
<minecraft:boat>, 船
<minecraft:bone>, 骨头
<minecraft:book>, 书
<minecraft:bookshelf>, 书架
<minecraft:bow>, 弓
<minecraft:bowl>, 碗
<minecraft:bread>, 面包
<minecraft:brewing_stand>, 酿造台
<minecraft:brick>, 红砖
<minecraft:brick_block>, 砖块
<minecraft:brick_stairs>, 砖楼梯
<minecraft:brown_mushroom>, 蘑菇
<minecraft:brown_mushroom_block>, 蘑菇
<minecraft:bucket>, 桶
<minecraft:cactus>, 仙人掌
<minecraft:cake>, 蛋糕
<minecraft:carpet>, 地毯
<minecraft:carrot>, 胡萝卜
<minecraft:carrot_on_a_stick>, 萝卜钓竿
<minecraft:carrots>, 胡萝卜
<minecraft:cauldron>, 炼药锅
<minecraft:chainmail_boots>, 锁链靴子
<minecraft:chainmail_chestplate>, 锁链胸甲
<minecraft:chainmail_helmet>, 锁链头盔
<minecraft:chainmail_leggings>, 锁链护腿
<minecraft:chest>, 箱子
<minecraft:chest_minecart>, 运输矿车
<minecraft:chicken>, 生鸡肉
<minecraft:clay>, 粘土块
<minecraft:clay_ball>, 粘土
<minecraft:clock>, 钟
<minecraft:coal>, 煤炭
<minecraft:coal_block>, 煤炭块
<minecraft:coal_ore>, 煤矿石
<minecraft:cobblestone>, 圆石
<minecraft:cobblestone_wall>, 圆石墙
<minecraft:cocoa>, 可可果
<minecraft:command_block>, 命令方块
<minecraft:command_block_minecart>, 命令方块矿车
<minecraft:comparator>, 红石比较器
<minecraft:compass>, 指南针
<minecraft:cooked_beef>, 牛排
<minecraft:cooked_chicken>, 熟鸡肉
<minecraft:cooked_fished>, 熟鱼
<minecraft:cooked_porkchop>, 熟猪排
<minecraft:cookie>, 曲奇
<minecraft:crafting_table>, 工作台
<minecraft:dark_oak_stairs>, 深色橡木楼梯
<minecraft:daylight_detector>, 阳光传感器
<minecraft:deadbush>, 枯死的灌木
<minecraft:detector_rail>, 探测铁轨
<minecraft:diamond>, 钻石
<minecraft:diamond_axe>, 钻石斧
<minecraft:diamond_block>, 钻石块
<minecraft:diamond_boots>, 钻石靴子
<minecraft:diamond_chestplate>, 钻石胸甲
<minecraft:diamond_helmet>, 钻石头盔
<minecraft:diamond_hoe>, 钻石锄
<minecraft:diamond_horse_armor>, 钻石马铠
<minecraft:diamond_leggings>, 钻石护腿
<minecraft:diamond_ore>, 钻石矿石
<minecraft:diamond_pickaxe>, 钻石镐
<minecraft:diamond_shovel>, 钻石锹
<minecraft:diamond_sword>, 钻石剑
<minecraft:dirt>, 泥土
<minecraft:dispenser>, 发射器
<minecraft:double_plant>, 向日葵
<minecraft:double_stone_slab>, 石台阶
<minecraft:double_wooden_slab>, 橡木台阶
<minecraft:dragon_egg>, 龙蛋
<minecraft:dropper>, 投掷器
<minecraft:dye>, 墨囊
<minecraft:egg>, 鸡蛋
<minecraft:emerald>, 绿宝石
<minecraft:emerald_block>, 绿宝石块
<minecraft:emerald_ore>, 绿宝石矿石
<minecraft:enchanted_book>, 附魔书
<minecraft:enchanting_table>, 附魔台
<minecraft:end_portal>, tile.null.name
<minecraft:end_portal_frame>, 末地传送门
<minecraft:end_stone>, 末地石
<minecraft:ender_chest>, 末影箱
<minecraft:ender_eye>, 末影之眼
<minecraft:ender_pearl>, 末影珍珠
<minecraft:experience_bottle>, 附魔之瓶
<minecraft:farmland>, 耕地
<minecraft:feather>, 羽毛
<minecraft:fence>, 栅栏
<minecraft:fence_gate>, 橡木栅栏门
<minecraft:fermented_spider_eye>, 发酵蛛眼
<minecraft:filled_map>, 地图
<minecraft:fire>, 火
<minecraft:fire_charge>, 火焰弹
<minecraft:firework_charge>, 烟火之星
<minecraft:fireworks>, 烟花火箭
<minecraft:fish>, 生鱼
<minecraft:fishing_rod>, 钓鱼竿
<minecraft:flint>, 燧石
<minecraft:flint_and_steel>, 打火石
<minecraft:flower_pot>, 花盆
<minecraft:flowing_lava>, 岩浆
<minecraft:flowing_water>, 水
<minecraft:furnace>, 熔炉
<minecraft:furnace_minecart>, 动力矿车
<minecraft:ghast_tear>, 恶魂之泪
<minecraft:glass>, 玻璃
<minecraft:glass_bottle>, 玻璃瓶
<minecraft:glass_pane>, 玻璃板
<minecraft:glowstone>, 萤石
<minecraft:glowstone_dust>, 萤石粉
<minecraft:gold_block>, 金块
<minecraft:gold_ingot>, 金锭
<minecraft:gold_nugget>, 金粒
<minecraft:gold_ore>, 金矿石
<minecraft:golden_apple>, 金苹果
<minecraft:golden_axe>, 金斧
<minecraft:golden_boots>, 金靴子
<minecraft:golden_carrot>, 金萝卜
<minecraft:golden_chestplate>, 金胸甲
<minecraft:golden_helmet>, 金头盔
<minecraft:golden_hoe>, 金锄
<minecraft:golden_horse_armor>, 金马铠
<minecraft:golden_leggings>, 金护腿
<minecraft:golden_pickaxe>, 金镐
<minecraft:golden_rail>, 动力铁轨
<minecraft:golden_shovel>, 金锹
<minecraft:golden_sword>, 金剑
<minecraft:grass>, 草方块
<minecraft:gravel>, 沙砾
<minecraft:gunpowder>, 火药
<minecraft:hardened_clay>, 硬化粘土
<minecraft:hay_block>, 干草块
<minecraft:heavy_weighted_pressure_plate>, 测重压力板 (重质)
<minecraft:hopper>, 漏斗
<minecraft:hopper_minecart>, 漏斗矿车
<minecraft:ice>, 冰
<minecraft:iron_axe>, 铁斧
<minecraft:iron_bars>, 铁栏杆
<minecraft:iron_block>, 铁块
<minecraft:iron_boots>, 铁靴子
<minecraft:iron_chestplate>, 铁胸甲
<minecraft:iron_door>, 铁门
<minecraft:iron_helmet>, 铁头盔
<minecraft:iron_hoe>, 铁锄
<minecraft:iron_horse_armor>, 铁马铠
<minecraft:iron_ingot>, 铁锭
<minecraft:iron_leggings>, 铁护腿
<minecraft:iron_ore>, 铁矿石
<minecraft:iron_pickaxe>, 铁镐
<minecraft:iron_shovel>, 铁锹
<minecraft:iron_sword>, 铁剑
<minecraft:item_frame>, 物品展示框
<minecraft:jukebox>, 唱片机
<minecraft:jungle_stairs>, 丛林木楼梯
<minecraft:ladder>, 梯子
<minecraft:lapis_block>, 青金石块
<minecraft:lapis_ore>, 青金石矿石
<minecraft:lava>, 岩浆
<minecraft:lava_bucket>, 岩浆桶
<minecraft:lead>, 拴绳
<minecraft:leather>, 皮革
<minecraft:leather_boots>, 皮革靴子
<minecraft:leather_chestplate>, 皮革外套
<minecraft:leather_helmet>, 皮革帽子
<minecraft:leather_leggings>, 皮革裤子
<minecraft:leaves>, 橡树树叶
<minecraft:leaves2>, 金合欢树叶
<minecraft:lever>, 拉杆
<minecraft:light_weighted_pressure_plate>, 测重压力板 (轻质)
<minecraft:lit_furnace>, 熔炉
<minecraft:lit_pumpkin>, 南瓜灯
<minecraft:log>, 橡木
<minecraft:log2>, 金合欢木
<minecraft:magma_cream>, 岩浆膏
<minecraft:map>, 空地图
<minecraft:melon>, 西瓜
<minecraft:melon_block>, 西瓜
<minecraft:melon_seeds>, 西瓜种子
<minecraft:milk_bucket>, 牛奶
<minecraft:minecart>, 矿车
<minecraft:mob_spawner>, 刷怪箱
<minecraft:monster_egg>, 石头怪物蛋
<minecraft:mossy_cobblestone>, 苔石
<minecraft:mushroom_stew>, 蘑菇煲
<minecraft:mycelium>, 菌丝
<minecraft:name_tag>, 命名牌
<minecraft:nether_brick>, 地狱砖块
<minecraft:nether_brick_fence>, 地狱砖栅栏
<minecraft:nether_brick_stairs>, 地狱砖楼梯
<minecraft:nether_star>, 下界之星
<minecraft:nether_wart>, 地狱疣
<minecraft:netherbrick>, 地狱砖
<minecraft:netherrack>, 地狱岩
<minecraft:noteblock>, 音符盒
<minecraft:oak_stairs>, 橡木楼梯
<minecraft:obsidian>, 黑曜石
<minecraft:packed_ice>, 浮冰
<minecraft:painting>, 画
<minecraft:paper>, 纸
<minecraft:piston>, 活塞
<minecraft:planks>, 橡木木板
<minecraft:poisonous_potato>, 毒马铃薯
<minecraft:porkchop>, 生猪排
<minecraft:portal>, 传送门
<minecraft:potato>, 马铃薯
<minecraft:potatoes>, 马铃薯
<minecraft:potion>, 水瓶
<minecraft:pumpkin>, 南瓜
<minecraft:pumpkin_pie>, 南瓜派
<minecraft:pumpkin_seeds>, 南瓜种子
<minecraft:quartz>, 下界石英
<minecraft:quartz_block>, 石英块
<minecraft:quartz_ore>, 下界石英矿石
<minecraft:quartz_stairs>, 石英楼梯
<minecraft:rail>, 铁轨
<minecraft:record_11>, 音乐唱片
<minecraft:record_13>, 音乐唱片
<minecraft:record_blocks>, 音乐唱片
<minecraft:record_cat>, 音乐唱片
<minecraft:record_chirp>, 音乐唱片
<minecraft:record_far>, 音乐唱片
<minecraft:record_mall>, 音乐唱片
<minecraft:record_mellohi>, 音乐唱片
<minecraft:record_stal>, 音乐唱片
<minecraft:record_strad>, 音乐唱片
<minecraft:record_wait>, 音乐唱片
<minecraft:record_ward>, 音乐唱片
<minecraft:red_flower>, 罂粟
<minecraft:red_mushroom>, 蘑菇
<minecraft:red_mushroom_block>, 蘑菇
<minecraft:redstone>, 红石
<minecraft:redstone_block>, 红石块
<minecraft:redstone_lamp>, 红石灯
<minecraft:redstone_ore>, 红石矿石
<minecraft:redstone_torch>, 红石火把
<minecraft:reeds>, 甘蔗
<minecraft:repeater>, 红石中继器
<minecraft:rotten_flesh>, 腐肉
<minecraft:saddle>, 鞍
<minecraft:sand>, 沙子
<minecraft:sandstone>, 沙石
<minecraft:sandstone_stairs>, 沙石楼梯
<minecraft:sapling>, 橡树树苗
<minecraft:shears>, 剪刀
<minecraft:sign>, 告示牌
<minecraft:skull>, 骷髅头颅
<minecraft:slime_ball>, 粘液球
<minecraft:snow>, 雪
<minecraft:snow_layer>, 雪
<minecraft:snowball>, 雪球
<minecraft:soul_sand>, 灵魂沙
<minecraft:spawn_egg>, 生成
<minecraft:speckled_melon>, 闪烁的西瓜
<minecraft:spider_eye>, 蜘蛛眼
<minecraft:sponge>, 海绵
<minecraft:spruce_stairs>, 云杉木楼梯
<minecraft:stained_glass>, 白色染色玻璃
<minecraft:stained_glass_pane>, 白色染色玻璃板
<minecraft:stained_hardened_clay>, 白色染色粘土
<minecraft:stick>, 木棍
<minecraft:sticky_piston>, 粘性活塞
<minecraft:stone>, 石头
<minecraft:stone_axe>, 石斧
<minecraft:stone_brick_stairs>, 石砖楼梯
<minecraft:stone_button>, 按钮
<minecraft:stone_hoe>, 石锄
<minecraft:stone_pickaxe>, 石镐
<minecraft:stone_pressure_plate>, 压力板
<minecraft:stone_shovel>, 石锹
<minecraft:stone_slab>, 石台阶
<minecraft:stone_stairs>, 石楼梯
<minecraft:stone_sword>, 石剑
<minecraft:stonebrick>, 石砖
<minecraft:string>, 线
<minecraft:sugar>, 糖
<minecraft:tallgrass>, 灌木
<minecraft:tnt>, TNT
<minecraft:tnt_minecart>, TNT矿车
<minecraft:torch>, 火把
<minecraft:trapdoor>, 活板门
<minecraft:trapped_chest>, 陷阱箱
<minecraft:tripwire_hook>, 绊线钩
<minecraft:vine>, 藤蔓
<minecraft:water>, 水
<minecraft:water_bucket>, 水桶
<minecraft:waterlily>, 睡莲
<minecraft:web>, 蜘蛛网
<minecraft:wheat>, 小麦
<minecraft:wheat_seeds>, 小麦种子
<minecraft:wooden_axe>, 木斧
<minecraft:wooden_button>, 按钮
<minecraft:wooden_door>, 木门
<minecraft:wooden_hoe>, 木锄
<minecraft:wooden_pickaxe>, 木镐
<minecraft:wooden_pressure_plate>, 压力板
<minecraft:wooden_shovel>, 木锹
<minecraft:wooden_slab>, 橡木台阶
<minecraft:wooden_sword>, 木剑
<minecraft:wool>, 羊毛
<minecraft:writable_book>, 书与笔
<minecraft:written_book>, 成书
<minecraft:yellow_flower>, 蒲公英
<mw:AACRail>, item.mw_AACRail.name
<mw:ACRAction>, item.mw_ACRAction.name
<mw:ACRHandGuard>, ACR Handguard
<mw:ACRRails>, item.mw_ACRRails.name
<mw:ACRStock>, ACR Stock
<mw:AK100Mag>, 100rnd 7.62x39mm Drum Magazine
<mw:AK101DustCover>, AK-101 Dust Cover
<mw:AK101Grip>, AK-101 Grip
<mw:AK101HandGuard>, AK-101 Handguard
<mw:AK101Mag_2>, 30rnd 5.56x45mm Magazine
<mw:AK101Stock>, AK-101 Stock
<mw:AK15DustCover>, AK-15 Dust Cover
<mw:AK15HandleGuard>, AK-15 Handguard
<mw:AK15Mag_2>, 30rnd 7.62x39mm PMAG Magazine
<mw:AK15ironsight>, AK12 Iron Sight
<mw:AK47Dustcover>, AK-47 Dust Cover
<mw:AK47Grip>, AK-47 Grip
<mw:AK47HandleGuard>, AK-47 Handguard
<mw:AK47Mag>, 30rnd 7.62x39mm Magazine
<mw:AK47PMAGTan>, 30rnd 7.62x39mm PMAG Magazine (Tan)
<mw:AK47stock>, item.mw_AK47stock.name
<mw:AK50Mag>, 50rnd 7.62x39mm Drum Magazine
<mw:AK60Mag>, 60rnd 5.56x45mm Magazine
<mw:AK75Mag>, 75rnd 7.62x39mm Drum Magazine
<mw:AKErgoGrip>, AK Ergo Grip
<mw:AKMIron>, Standard Iron Sight
<mw:AKMagpulHandleGuard>, AK Magpul Handguard
<mw:AKMagpulHandleGuardTan>, AK Magpul Handguard (Tan)
<mw:AKaction>, item.mw_AKaction.name
<mw:AKiron>, item.mw_AKiron.name
<mw:AKmuzzle>, item.mw_AKmuzzle.name
<mw:AKpart>, item.mw_AKpart.name
<mw:APSMag_2>, 20rnd 9x19mm Magazine (APS)
<mw:APSslide>, item.mw_APSslide.name
<mw:AR15Action>, item.mw_AR15Action.name
<mw:AR15Iron>, AR Carry Handle
<mw:AS50Action>, item.mw_AS50Action.name
<mw:AS50Mag_2>, 10rnd .50 BMG Magazine (AS50)
<mw:Acog>, Trigicon ACOG
<mw:AimpointCompM5>, Aimpoint Comp M5 Sight
<mw:AngledGrip>, Angled Grip
<mw:BFGammo>, Argent Plasma Capsule
<mw:BR55Action>, item.mw_BR55Action.name
<mw:BR55Mag>, item.mw_BR55Mag.name
<mw:BR55scope>, BR-DEMROS Scope
<mw:BijiaReflex>, Bijia Reflex Sight
<mw:Bipod>, Bipod
<mw:BrenAction>, item.mw_BrenAction.name
<mw:Bullet>, item.mw_Bullet.name
<mw:Bullet10mm>, 10mm Bullet
<mw:Bullet3006Springfield>, .30-06 Springfield Bullet
<mw:Bullet308Winchester>, .308 Winchester Bullet
<mw:Bullet357>, .357 Bullet
<mw:Bullet380ACP>, .380 ACP Bullet
<mw:Bullet44>, .44 Magnum Bullet
<mw:Bullet4440>, 44-40 Winchester Bullet
<mw:Bullet45ACP>, .45 ACP Bullet
<mw:Bullet500>, .500 Magnum Bullet
<mw:Bullet50BMG>, .50 BMG Bullet
<mw:Bullet556x45>, 5.56x45mm NATO Bullet
<mw:Bullet762x35>, 7.62x35mm Bullet
<mw:Bullet762x39>, 7.62x39mm Bullet
<mw:Bullet762x51>, 7.62x51mm Bullet
<mw:Bullet762x54>, 7.62x54mmR Bullet
<mw:Bullet763x25>, 7.63x25mm Bullet
<mw:Bullet792x33Kurz>, 7.92x33 Kurz Bullet
<mw:Bullet792x57>, 7.92x57mm Bullet
<mw:Bullet8x58>, 8x58mm Bullet
<mw:Bullet9x19mm>, 9x19mm Bullet
<mw:Bullet9x39mm>, 9x39mm Bullet
<mw:CSA16pump>, item.mw_CSA16pump.name
<mw:CarbonComposite>, Carbon Composite
<mw:CarbonFiber>, Carbon Fiber
<mw:Chain>, item.mw_Chain.name
<mw:ChainA>, item.mw_ChainA.name
<mw:ChainB>, item.mw_ChainB.name
<mw:ChiappaTripleCrownBarrels>, item.mw_ChiappaTripleCrownBarrels.name
<mw:Chrome>, item.mw_Chrome.name
<mw:CollapsableMOEStock>, Collapsable MOE Stock
<mw:CopperIngot>, 铜锭
<mw:CopperOre>, 铜矿石
<mw:CrimsonBlood>, item.mw_CrimsonBlood.name
<mw:DMRscope>, M392-DHO-4M Scope
<mw:DanWessonLaser>, D&W Laser
<mw:DesertEagleMag>, item.mw_DesertEagleMag.name
<mw:DesertEagleSlide>, item.mw_DesertEagleSlide.name
<mw:DuelFloodLight>, tile.mw_DuelFloodLight.name
<mw:ESA23Slide>, item.mw_ESA23Slide.name
<mw:EnergyCase>, EC 3rd.D Casing
<mw:EotechHybrid2>, item.mw_EotechHybrid2.name
<mw:Evangelion>, item.mw_Evangelion.name
<mw:Extra>, item.mw_Extra.name
<mw:F2000Action>, item.mw_F2000Action.name
<mw:F2000Scope>, FNPM 1.6x
<mw:FABDefenseMount>, FAB Defense Mount
<mw:FatmanGrip>, item.mw_FatmanGrip.name
<mw:FatmanRack>, item.mw_FatmanRack.name
<mw:FloodLight>, tile.mw_FloodLight.name
<mw:FrommerSight>, item.mw_FrommerSight.name
<mw:FrommerStopAction>, item.mw_FrommerStopAction.name
<mw:FrommerStopMag>, 8rnd .380 ACP Magazine
<mw:FuelCell>, (Chainsaw) Fuel Capsule
<mw:G36CAction>, item.mw_G36CAction.name
<mw:G36CMag>, item.mw_G36CMag.name
<mw:G36CMag_2>, 30rnd 5.56x45mm NATO HK Magazine
<mw:G36CRail>, item.mw_G36CRail.name
<mw:GL06Cartridge>, item.mw_GL06Cartridge.name
<mw:GLgrenade>, item.mw_GLgrenade.name
<mw:GasGrenade>, Gas Grenade
<mw:Glock18Cmag_2>, 20rnd 9x19mm Magazine
<mw:Glock18Cslide>, item.mw_Glock18Cslide.name
<mw:Glock18Cstock>, G18C DRS-HS
<mw:Glock19slide>, item.mw_Glock19slide.name
<mw:GlockHogueGrip>, Glock Hogue Grip
<mw:GlockHogueGripTan>, Glock Hogue Grip (Tan)
<mw:GlockMag13>, 13rnd 9x19mm Magazine
<mw:GlockMag50>, 50rnd 9x19mm Drum Magazine
<mw:GodWillsIt>, item.mw_GodWillsIt.name
<mw:GraphiteChunk>, Graphite Chunk
<mw:GraphiteOre>, 石墨矿石
<mw:Grenade40mm>, 40mm Grenade
<mw:GrenadeSafetyPin>, item.mw_GrenadeSafetyPin.name
<mw:Grip2>, Grip
<mw:GripPlaceholder>, item.mw_GripPlaceholder.name
<mw:GunmetalComposite>, Gunmetal Composite
<mw:GunmetalIngot>, 炮铜锭
<mw:GunmetalPlate>, Gunmetal Plate
<mw:HAR27Action>, item.mw_HAR27Action.name
<mw:HAR27Belt>, item.mw_HAR27Belt.name
<mw:HAR27Mag>, item.mw_HAR27Mag.name
<mw:HESCSpump>, item.mw_HESCSpump.name
<mw:HK416Stock>, HK416 Stock
<mw:HK416StockTan>, HK416 Stock (Tan)
<mw:HK50Drum>, 50rnd 9x19mm HK Drum Magazine
<mw:HPScope>, JPU HP 3-9x40 Scope
<mw:HeraArmsGrip>, Hera Arms Grip
<mw:HeraArmsStock>, Hera Arms Stock
<mw:Holographic2>, EOTech EXPS3-0 (Tan)
<mw:HolographicAlt>, EOTech 512 A65 Holographic (Black)
<mw:HoneyBadgerMag_2>, 30rnd 7.62x35mm AAC Magazine
<mw:ImpactGrenade>, Impact Grenade
<mw:JunoGrip>, Juno Grip
<mw:KBP9A91Mag_2>, 20rnd 9x39mm KBP Magazine
<mw:KS23pump>, item.mw_KS23pump.name
<mw:Kar98K>, Karabiner-98 Kurz
<mw:Kar98Kaction>, item.mw_Kar98Kaction.name
<mw:Kar98Krail>, item.mw_Kar98Krail.name
<mw:Kar98Ksight>, Karabiner Iron Sight
<mw:KedrAction>, item.mw_KedrAction.name
